layer,head,mean_gap,p99,p999,cum4,cum8,cum16,cum32
7,21,1131.6599579288818,4,20,0.9910829223566089,0.995597198196194,0.998408184238087,0.9998239342233711
7,22,1501.3388566946278,3,18,0.9944817424261402,0.9968725696194264,0.9988546587116958,0.999922261145903
7,23,1667.2525579183284,2,14,0.9963968792455403,0.9981010868201775,0.9992160910588157,0.9999239508908315
7,24,1658.5137648549985,6,22,0.9840535898645957,0.9930386907820453,0.9981598208450517,0.9997494646687535
7,25,1350.1517222742257,6,11,0.9822706796224085,0.9980880879139894,0.9996425835065846,0.9999627028335171
7,26,1759.671652459297,6,24,0.9877175868400528,0.9939668653066843,0.9974387097426478,0.9997650488836517
7,27,1514.6552176124019,3,17,0.9944174097538531,0.9970715357833926,0.9989884562849941,0.9999232276999894
7,28,1614.800822188495,5,22,0.9885446295911053,0.9941527669285972,0.9979445897348246,0.9997928399763967
7,29,1452.2892940433435,6,26,0.9843573988145787,0.9934294173830349,0.9968454058838174,0.999691768344264
7,30,1852.9213444934971,12,27,0.9697395222030942,0.9851974713810105,0.994330088799887,0.9995314153005534
7,31,1684.3878794906132,9,29,0.9842757425667538,0.9899090727907056,0.9955617397622744,0.9993767454837214
8,0,1646.628208560805,4,19,0.9918293219838555,0.9962472633194446,0.9986421371421865,0.9999186871426764
8,1,1054.967266747849,6,19,0.9822020722334691,0.9944158056129005,0.9985381592529152,0.9998825937652572
8,2,1443.5457466638072,5,17,0.9863591559433242,0.9965386584012669,0.9989647370334513,0.999911303087724
8,3,1143.2375777276611,4,19,0.9903146014370682,0.9956815887009985,0.9984483044472541,0.9999161311784606
8,4,1535.221812088832,3,19,0.9951673886794611,0.9972884317846628,0.9987194055471813,0.9997962958857474
8,5,1457.428400189001,4,20,0.9908290407303187,0.9956468818935729,0.9984010097628677,0.9998875799600188
8,6,906.7596093897264,10,29,0.9780472832292979,0.9879244512052714,0.9950086015568631,0.9994450353460539
8,7,1510.1455099117452,7,26,0.9861090252222061,0.9916727890321609,0.9967413065436215,0.9996293189984116
