src,seq,layer,method,rho,kl,relL2
gsm8k,79,12,c,0.5,0.05178295448422432,0.31328845024108887
gsm8k,79,12,c,0.25,0.14215630292892456,0.525199294090271
gsm8k,79,12,c,0.125,0.27382388710975647,0.6805406808853149
gsm8k,79,12,d,0.5,0.03624473884701729,0.23612797260284424
gsm8k,79,12,d,0.25,0.0806000679731369,0.38891616463661194
gsm8k,79,12,d,0.125,0.13326993584632874,0.5018894076347351
gsm8k,79,13,a,0.5,0.005865332204848528,0.09838679432868958
gsm8k,79,13,a,0.25,0.01817934773862362,0.17379169166088104
gsm8k,79,13,a,0.125,0.03875315561890602,0.26495033502578735
gsm8k,79,13,b,0.5,0.06634426862001419,0.39549049735069275
gsm8k,79,13,b,0.25,0.17624223232269287,0.5916300415992737
gsm8k,79,13,b,0.125,0.30949804186820984,0.7193452715873718
gsm8k,79,13,bp,0.5,0.11204997450113297,0.48084211349487305
gsm8k,79,13,bp,0.25,0.2609673738479614,0.6768946051597595
gsm8k,79,13,bp,0.125,0.4332621693611145,0.7933550477027893
gsm8k,79,13,c,0.5,0.05663217231631279,0.3546801805496216
gsm8k,79,13,c,0.25,0.15379732847213745,0.5569185018539429
gsm8k,79,13,c,0.125,0.2725337743759155,0.6909002661705017
gsm8k,79,13,d,0.5,0.038026075810194016,0.2525842487812042
gsm8k,79,13,d,0.25,0.08745173364877701,0.4196513593196869
gsm8k,79,13,d,0.125,0.14075298607349396,0.5235199332237244
gsm8k,79,14,a,0.5,0.0070602246560156345,0.11331003159284592
gsm8k,79,14,a,0.25,0.021897777915000916,0.19736802577972412
gsm8k,79,14,a,0.125,0.04211816191673279,0.27286064624786377
gsm8k,79,14,b,0.5,0.06641748547554016,0.34261980652809143
gsm8k,79,14,b,0.25,0.1832861751317978,0.5210301876068115
gsm8k,79,14,b,0.125,0.3532254099845886,0.6825610399246216
gsm8k,79,14,bp,0.5,0.1345512717962265,0.46491411328315735
gsm8k,79,14,bp,0.25,0.38172051310539246,0.7032600045204163
gsm8k,79,14,bp,0.125,0.6615743041038513,0.8422839045524597
gsm8k,79,14,c,0.5,0.0570247583091259,0.31500840187072754
gsm8k,79,14,c,0.25,0.15467576682567596,0.480726957321167
gsm8k,79,14,c,0.125,0.30110999941825867,0.6361490488052368
gsm8k,79,14,d,0.5,0.043042901903390884,0.263156533241272
gsm8k,79,14,d,0.25,0.0923166424036026,0.380188524723053
gsm8k,79,14,d,0.125,0.14557722210884094,0.4685235619544983
gsm8k,79,15,a,0.5,0.008741692639887333,0.13340696692466736
gsm8k,79,15,a,0.25,0.02438478358089924,0.21954137086868286
gsm8k,79,15,a,0.125,0.04351844638586044,0.2963885962963104
gsm8k,79,15,b,0.5,0.06039585918188095,0.36351826786994934
gsm8k,79,15,b,0.25,0.16435109078884125,0.5650824904441833
gsm8k,79,15,b,0.125,0.28072670102119446,0.6951989531517029
gsm8k,79,15,bp,0.5,0.0973268449306488,0.45237040519714355
gsm8k,79,15,bp,0.25,0.22915586829185486,0.6511802077293396
gsm8k,79,15,bp,0.125,0.39420005679130554,0.7734135389328003
gsm8k,79,15,c,0.5,0.05670561268925667,0.34838342666625977
gsm8k,79,15,c,0.25,0.14398163557052612,0.5432053208351135
gsm8k,79,15,c,0.125,0.2504168152809143,0.6746389269828796
gsm8k,79,15,d,0.5,0.0416630357503891,0.2819250822067261
gsm8k,79,15,d,0.25,0.08065326511859894,0.410768985748291
gsm8k,79,15,d,0.125,0.1280118227005005,0.5107429027557373
gsm8k,79,16,a,0.5,0.006551582366228104,0.10701297223567963
gsm8k,79,16,a,0.25,0.019470777362585068,0.1778034120798111
gsm8k,79,16,a,0.125,0.03657025098800659,0.2545865476131439
gsm8k,79,16,b,0.5,0.05313965678215027,0.304470032453537
gsm8k,79,16,b,0.25,0.16426610946655273,0.5045302510261536
gsm8k,79,16,b,0.125,0.3169330656528473,0.6706454753875732
gsm8k,79,16,bp,0.5,0.10220631211996078,0.40825149416923523
gsm8k,79,16,bp,0.25,0.28368690609931946,0.6513131856918335
gsm8k,79,16,bp,0.125,0.5000147223472595,0.7897315621376038
gsm8k,79,16,c,0.5,0.04441847279667854,0.27625471353530884
gsm8k,79,16,c,0.25,0.13975171744823456,0.47338059544563293
gsm8k,79,16,c,0.125,0.27334603667259216,0.635395884513855
gsm8k,79,16,d,0.5,0.033641472458839417,0.22664350271224976
gsm8k,79,16,d,0.25,0.07359174638986588,0.3606552481651306
gsm8k,79,16,d,0.125,0.12874315679073334,0.4699648916721344
gsm8k,79,17,a,0.5,0.006857483182102442,0.12758859992027283
gsm8k,79,17,a,0.25,0.018154539167881012,0.20372864603996277
gsm8k,79,17,a,0.125,0.034808021038770676,0.2958746552467346
gsm8k,79,17,b,0.5,0.0518869124352932,0.3836943507194519
gsm8k,79,17,b,0.25,0.1502256542444229,0.5689347386360168
gsm8k,79,17,b,0.125,0.2700505256652832,0.7098068594932556
gsm8k,79,17,bp,0.5,0.0910300686955452,0.4526823163032532
gsm8k,79,17,bp,0.25,0.24221615493297577,0.7022492289543152
gsm8k,79,17,bp,0.125,0.4092620015144348,0.8339240550994873
gsm8k,79,17,c,0.5,0.04991399124264717,0.35565632581710815
gsm8k,79,17,c,0.25,0.14196690917015076,0.542346715927124
gsm8k,79,17,c,0.125,0.2508462071418762,0.6861845254898071
gsm8k,79,17,d,0.5,0.032746631652116776,0.27363595366477966
gsm8k,79,17,d,0.25,0.07149282842874527,0.43218886852264404
gsm8k,79,17,d,0.125,0.11674495786428452,0.5301392078399658
gsm8k,79,18,a,0.5,0.008884042501449585,0.1482337862253189
gsm8k,79,18,a,0.25,0.020812232047319412,0.23110714554786682
gsm8k,79,18,a,0.125,0.03954068198800087,0.3537057340145111
gsm8k,79,18,b,0.5,0.04816655069589615,0.39452970027923584
gsm8k,79,18,b,0.25,0.1297842562198639,0.6015632152557373
gsm8k,79,18,b,0.125,0.20928724110126495,0.7139670848846436
gsm8k,79,18,bp,0.5,0.07185466587543488,0.47105979919433594
gsm8k,79,18,bp,0.25,0.174570694565773,0.6697044372558594
gsm8k,79,18,bp,0.125,0.30806586146354675,0.8081901669502258
gsm8k,79,18,c,0.5,0.0417846217751503,0.3575555980205536
gsm8k,79,18,c,0.25,0.11213314533233643,0.5714520812034607
gsm8k,79,18,c,0.125,0.18615424633026123,0.6780481934547424
gsm8k,79,18,d,0.5,0.032111261039972305,0.2793686091899872
gsm8k,79,18,d,0.25,0.0691923052072525,0.4651371240615845
gsm8k,79,18,d,0.125,0.1076759621500969,0.5712227821350098
gsm8k,79,19,a,0.5,0.006812263745814562,0.14592477679252625
gsm8k,79,19,a,0.25,0.016743414103984833,0.21250607073307037
gsm8k,79,19,a,0.125,0.03160667419433594,0.30768489837646484
gsm8k,79,19,b,0.5,0.0442088283598423,0.3795221447944641
gsm8k,79,19,b,0.25,0.12725158035755157,0.5895491242408752
gsm8k,79,19,b,0.125,0.22725190222263336,0.728172779083252
gsm8k,79,19,bp,0.5,0.07783331722021103,0.4769919812679291
gsm8k,79,19,bp,0.25,0.20055034756660461,0.7040686011314392
gsm8k,79,19,bp,0.125,0.3207913935184479,0.8132327795028687
gsm8k,79,19,c,0.5,0.04145970195531845,0.361584335565567
gsm8k,79,19,c,0.25,0.11324537545442581,0.5603982210159302
gsm8k,79,19,c,0.125,0.20065025985240936,0.6942546367645264
gsm8k,79,19,d,0.5,0.030697718262672424,0.29937416315078735
gsm8k,79,19,d,0.25,0.06414037942886353,0.44124314188957214
gsm8k,79,19,d,0.125,0.10603991895914078,0.5470063090324402
gsm8k,79,20,a,0.5,0.006604671478271484,0.11647523939609528
gsm8k,79,20,a,0.25,0.016204209998250008,0.17669755220413208
gsm8k,79,20,a,0.125,0.028456678614020348,0.24746152758598328
gsm8k,79,20,b,0.5,0.03431398421525955,0.29617929458618164
gsm8k,79,20,b,0.25,0.10011451691389084,0.4697102904319763
gsm8k,79,20,b,0.125,0.1747848391532898,0.6170907020568848
gsm8k,79,20,bp,0.5,0.06641072779893875,0.4068588614463806
gsm8k,79,20,bp,0.25,0.15563981235027313,0.5998523831367493
gsm8k,79,20,bp,0.125,0.26394885778427124,0.7220444083213806
gsm8k,79,20,c,0.5,0.031231923028826714,0.27803629636764526
gsm8k,79,20,c,0.25,0.08958183974027634,0.43952611088752747
gsm8k,79,20,c,0.125,0.1563468873500824,0.5785642266273499
gsm8k,79,20,d,0.5,0.027657916769385338,0.2353346347808838
gsm8k,79,20,d,0.25,0.054351385682821274,0.3523191511631012
gsm8k,79,20,d,0.125,0.08383391052484512,0.4244680106639862
gsm8k,79,21,a,0.5,0.005159768741577864,0.11998122930526733
gsm8k,79,21,a,0.25,0.01356701459735632,0.21118327975273132
gsm8k,79,21,a,0.125,0.02830950729548931,0.34086790680885315
gsm8k,79,21,b,0.5,0.027692679315805435,0.34127944707870483
gsm8k,79,21,b,0.25,0.09246718883514404,0.5762342214584351
gsm8k,79,21,b,0.125,0.15386013686656952,0.7021151185035706
gsm8k,79,21,bp,0.5,0.053226862102746964,0.45468080043792725
gsm8k,79,21,bp,0.25,0.1357143372297287,0.6803735494613647
gsm8k,79,21,bp,0.125,0.22838479280471802,0.8121528625488281
gsm8k,79,21,c,0.5,0.02755344845354557,0.32456886768341064
gsm8k,79,21,c,0.25,0.0907425507903099,0.5852914452552795
gsm8k,79,21,c,0.125,0.14765197038650513,0.7023870348930359
gsm8k,79,21,d,0.5,0.02298383042216301,0.2705846130847931
gsm8k,79,21,d,0.25,0.05525161325931549,0.4750736653804779
gsm8k,79,21,d,0.125,0.088177390396595,0.5702373385429382
gsm8k,79,22,a,0.5,0.010150259360671043,0.16342422366142273
gsm8k,79,22,a,0.25,0.022242102771997452,0.23454783856868744
gsm8k,79,22,a,0.125,0.04035402089357376,0.3302989900112152
gsm8k,79,22,b,0.5,0.05132165551185608,0.4201095402240753
gsm8k,79,22,b,0.25,0.13561393320560455,0.6392906308174133
gsm8k,79,22,b,0.125,0.22157779335975647,0.7713701128959656
gsm8k,79,22,bp,0.5,0.08843134343624115,0.5475174784660339
gsm8k,79,22,bp,0.25,0.19093655049800873,0.746949315071106
gsm8k,79,22,bp,0.125,0.27345216274261475,0.8256591558456421
gsm8k,79,22,c,0.5,0.05006294324994087,0.42537921667099
gsm8k,79,22,c,0.25,0.12923242151737213,0.6286731362342834
gsm8k,79,22,c,0.125,0.19997332990169525,0.7326292991638184
gsm8k,79,22,d,0.5,0.04005633294582367,0.3215535581111908
gsm8k,79,22,d,0.25,0.07456932216882706,0.458890438079834
gsm8k,79,22,d,0.125,0.1180080845952034,0.5696371793746948
gsm8k,79,23,a,0.5,0.008615205995738506,0.15512283146381378
gsm8k,79,23,a,0.25,0.019550669938325882,0.23246663808822632
gsm8k,79,23,a,0.125,0.03644643723964691,0.35542988777160645
gsm8k,79,23,b,0.5,0.04158153384923935,0.4163004755973816
gsm8k,79,23,b,0.25,0.09750967472791672,0.595122218132019
gsm8k,79,23,b,0.125,0.16273657977581024,0.7220778465270996
gsm8k,79,23,bp,0.5,0.05091403052210808,0.4309839606285095
gsm8k,79,23,bp,0.25,0.12654246389865875,0.6444293260574341
gsm8k,79,23,bp,0.125,0.20482338964939117,0.7687354683876038
gsm8k,79,23,c,0.5,0.04027247428894043,0.39544904232025146
gsm8k,79,23,c,0.25,0.09455041587352753,0.583937406539917
gsm8k,79,23,c,0.125,0.1491890549659729,0.6937168836593628
gsm8k,79,23,d,0.5,0.031468961387872696,0.3089655935764313
gsm8k,79,23,d,0.25,0.06662099063396454,0.5009695887565613
gsm8k,79,23,d,0.125,0.1003178209066391,0.6034995913505554
gsm8k,79,24,a,0.5,0.007232054136693478,0.11741521209478378
gsm8k,79,24,a,0.25,0.01926051266491413,0.2030704766511917
gsm8k,79,24,a,0.125,0.03492260351777077,0.2907555401325226
gsm8k,79,24,b,0.5,0.045107368379831314,0.3697991669178009
gsm8k,79,24,b,0.25,0.10533935576677322,0.4925108551979065
gsm8k,79,24,b,0.125,0.1661606878042221,0.6015275716781616
gsm8k,79,24,bp,0.5,0.06921712309122086,0.442158043384552
gsm8k,79,24,bp,0.25,0.15069301426410675,0.6089341640472412
gsm8k,79,24,bp,0.125,0.254453182220459,0.7211806774139404
gsm8k,79,24,c,0.5,0.03933800384402275,0.34628647565841675
gsm8k,79,24,c,0.25,0.09321033954620361,0.46853941679000854
gsm8k,79,24,c,0.125,0.15232565999031067,0.5691184997558594
gsm8k,79,24,d,0.5,0.03158589452505112,0.2828819751739502
gsm8k,79,24,d,0.25,0.06457023322582245,0.41481029987335205
gsm8k,79,24,d,0.125,0.09346945583820343,0.47493860125541687
gsm8k,79,25,a,0.5,0.01245709229260683,0.17244084179401398
gsm8k,79,25,a,0.25,0.028820369392633438,0.28881269693374634
gsm8k,79,25,a,0.125,0.04872438311576843,0.4037511944770813
gsm8k,79,25,b,0.5,0.040015172213315964,0.3653973639011383
gsm8k,79,25,b,0.25,0.11157634109258652,0.6311885118484497
gsm8k,79,25,b,0.125,0.19999396800994873,0.7874575853347778
gsm8k,79,25,bp,0.5,0.08193685859441757,0.5804481506347656
gsm8k,79,25,bp,0.25,0.18864408135414124,0.7832710146903992
gsm8k,79,25,bp,0.125,0.29809054732322693,0.8666038513183594
gsm8k,79,25,c,0.5,0.04742039367556572,0.42693030834198
gsm8k,79,25,c,0.25,0.10970211774110794,0.6169799566268921
gsm8k,79,25,c,0.125,0.17292074859142303,0.7373539209365845
gsm8k,79,25,d,0.5,0.05077727884054184,0.43272849917411804
gsm8k,79,25,d,0.25,0.08675100654363632,0.571967601776123
gsm8k,79,25,d,0.125,0.11958834528923035,0.6538322567939758
gsm8k,79,26,a,0.5,0.01150173507630825,0.1330813467502594
gsm8k,79,26,a,0.25,0.02568155713379383,0.20712724328041077
gsm8k,79,26,a,0.125,0.043129272758960724,0.2847847640514374
gsm8k,79,26,b,0.5,0.04517069831490517,0.30638444423675537
gsm8k,79,26,b,0.25,0.11020535230636597,0.44399988651275635
gsm8k,79,26,b,0.125,0.1930333375930786,0.5697709321975708
gsm8k,79,26,bp,0.5,0.07751622796058655,0.38946008682250977
gsm8k,79,26,bp,0.25,0.1678144782781601,0.5426672697067261
gsm8k,79,26,bp,0.125,0.2615317404270172,0.6550477147102356
gsm8k,79,26,c,0.5,0.04212440922856331,0.29632920026779175
gsm8k,79,26,c,0.25,0.10532329231500626,0.44956913590431213
gsm8k,79,26,c,0.125,0.17182306945323944,0.5410090684890747
gsm8k,79,26,d,0.5,0.03951159864664078,0.26803338527679443
gsm8k,79,26,d,0.25,0.07065767049789429,0.3695005774497986
gsm8k,79,26,d,0.125,0.10072525590658188,0.43832603096961975
gsm8k,79,27,a,0.5,0.010925071313977242,0.17573752999305725
gsm8k,79,27,a,0.25,0.0228183101862669,0.25807276368141174
gsm8k,79,27,a,0.125,0.039083611220121384,0.37959545850753784
gsm8k,79,27,b,0.5,0.04050431773066521,0.45558950304985046
gsm8k,79,27,b,0.25,0.09101388603448868,0.6184415817260742
gsm8k,79,27,b,0.125,0.13802911341190338,0.7147164940834045
gsm8k,79,27,bp,0.5,0.04805387184023857,0.44296565651893616
gsm8k,79,27,bp,0.25,0.10114799439907074,0.6359298825263977
gsm8k,79,27,bp,0.125,0.1537884622812271,0.7562257051467896
gsm8k,79,27,c,0.5,0.04048069193959236,0.4495002031326294
gsm8k,79,27,c,0.25,0.08556625992059708,0.6121992468833923
gsm8k,79,27,c,0.125,0.12698431313037872,0.691008448600769
gsm8k,79,27,d,0.5,0.04008346050977707,0.41189640760421753
gsm8k,79,27,d,0.25,0.06911321729421616,0.5573642253875732
gsm8k,79,27,d,0.125,0.09637688100337982,0.6405104398727417
gsm8k,79,28,a,0.5,0.01171797513961792,0.13422927260398865
gsm8k,79,28,a,0.25,0.025205522775650024,0.20832760632038116
gsm8k,79,28,a,0.125,0.04185480996966362,0.3016304671764374
gsm8k,79,28,b,0.5,0.04034300148487091,0.31978315114974976
gsm8k,79,28,b,0.25,0.09893782436847687,0.49833494424819946
gsm8k,79,28,b,0.125,0.14998775720596313,0.6020328402519226
gsm8k,79,28,bp,0.5,0.0646020695567131,0.3793683648109436
gsm8k,79,28,bp,0.25,0.11856746673583984,0.5276699662208557
gsm8k,79,28,bp,0.125,0.1953716278076172,0.6741410493850708
gsm8k,79,28,c,0.5,0.042920928448438644,0.3290366232395172
gsm8k,79,28,c,0.25,0.09485458582639694,0.48770543932914734
gsm8k,79,28,c,0.125,0.14847542345523834,0.5973799824714661
gsm8k,79,28,d,0.5,0.03990554064512253,0.30602893233299255
gsm8k,79,28,d,0.25,0.06858551502227783,0.42204904556274414
gsm8k,79,28,d,0.125,0.09845172613859177,0.5206562280654907
gsm8k,79,29,a,0.5,0.00838669016957283,0.09978512674570084
gsm8k,79,29,a,0.25,0.02235795184969902,0.16529375314712524
gsm8k,79,29,a,0.125,0.041951145976781845,0.2471155822277069
gsm8k,79,29,b,0.5,0.05330472066998482,0.3290332853794098
gsm8k,79,29,b,0.25,0.1288675218820572,0.45775142312049866
gsm8k,79,29,b,0.125,0.21537844836711884,0.5683038830757141
gsm8k,79,29,bp,0.5,0.09315793216228485,0.40284833312034607
gsm8k,79,29,bp,0.25,0.1903727799654007,0.5426883101463318
gsm8k,79,29,bp,0.125,0.30644580721855164,0.6614677906036377
gsm8k,79,29,c,0.5,0.05550890043377876,0.35250821709632874
gsm8k,79,29,c,0.25,0.1222710832953453,0.4773183763027191
gsm8k,79,29,c,0.125,0.20025195181369781,0.5837412476539612
gsm8k,79,29,d,0.5,0.04169576242566109,0.2513972520828247
gsm8k,79,29,d,0.25,0.07995812594890594,0.38125160336494446
gsm8k,79,29,d,0.125,0.11389295756816864,0.432542622089386
gsm8k,79,30,a,0.5,0.0070114778354763985,0.100773885846138
gsm8k,79,30,a,0.25,0.017584729939699173,0.18159279227256775
gsm8k,79,30,a,0.125,0.03418181836605072,0.3113897740840912
gsm8k,79,30,b,0.5,0.06136796623468399,0.46267324686050415
gsm8k,79,30,b,0.25,0.11913978308439255,0.5927573442459106
gsm8k,79,30,b,0.125,0.17303675413131714,0.6639059782028198
gsm8k,79,30,bp,0.5,0.07347657531499863,0.48264238238334656
gsm8k,79,30,bp,0.25,0.13017155230045319,0.5983221530914307
gsm8k,79,30,bp,0.125,0.19568586349487305,0.6854405999183655
gsm8k,79,30,c,0.5,0.05472767725586891,0.46836143732070923
gsm8k,79,30,c,0.25,0.10907389968633652,0.5846103429794312
gsm8k,79,30,c,0.125,0.15670855343341827,0.6361693143844604
gsm8k,79,30,d,0.5,0.039767488837242126,0.37177616357803345
gsm8k,79,30,d,0.25,0.07979021966457367,0.5235113501548767
gsm8k,79,30,d,0.125,0.1114649623632431,0.5923706889152527
gsm8k,79,31,a,0.5,0.005098406225442886,0.047408461570739746
gsm8k,79,31,a,0.25,0.03560613840818405,0.24012398719787598
gsm8k,79,31,a,0.125,0.06441482156515121,0.37715962529182434
gsm8k,79,31,b,0.5,0.08084362000226974,0.2720227837562561
gsm8k,79,31,b,0.25,0.18650126457214355,0.45958152413368225
gsm8k,79,31,b,0.125,0.2909868061542511,0.6587998270988464
gsm8k,79,31,bp,0.5,0.12157762050628662,0.3667203187942505
gsm8k,79,31,bp,0.25,0.23612608015537262,0.5862336158752441
gsm8k,79,31,bp,0.125,0.34910356998443604,0.8220763802528381
gsm8k,79,31,c,0.5,0.08355038613080978,0.2860002815723419
gsm8k,79,31,c,0.25,0.16799205541610718,0.44216129183769226
gsm8k,79,31,c,0.125,0.2630373239517212,0.6334004402160645
gsm8k,79,31,d,0.5,0.05923682078719139,0.24840468168258667
gsm8k,79,31,d,0.25,0.11333895474672318,0.38894644379615784
gsm8k,79,31,d,0.125,0.1627589762210846,0.45506492257118225
gsm8k,80,0,a,0.5,3.9997001266556254e-08,0.00021900520368944854
gsm8k,80,0,a,0.25,9.502363695901295e-08,0.0002611536765471101
gsm8k,80,0,a,0.125,4.259709669440781e-07,0.0004578113730531186
gsm8k,80,0,b,0.5,0.005323947407305241,0.06355447322130203
gsm8k,80,0,b,0.25,0.031264778226614,0.2043442577123642
gsm8k,80,0,b,0.125,0.07014390081167221,0.36945298314094543
gsm8k,80,0,bp,0.5,0.006434096489101648,0.07662129402160645
gsm8k,80,0,bp,0.25,0.03417108952999115,0.2058078497648239
gsm8k,80,0,bp,0.125,0.07590073347091675,0.37389981746673584
gsm8k,80,0,c,0.5,0.0027949227951467037,0.0456865131855011
gsm8k,80,0,c,0.25,0.016871502622961998,0.12316688895225525
gsm8k,80,0,c,0.125,0.04766680300235748,0.24541451036930084
gsm8k,80,0,d,0.5,0.00016711420903448015,0.009670148603618145
gsm8k,80,0,d,0.25,0.0028018485754728317,0.0373685397207737
gsm8k,80,0,d,0.125,0.011620787903666496,0.07456342875957489
gsm8k,80,1,a,0.5,6.255577886804531e-07,0.0008952926727943122
gsm8k,80,1,a,0.25,2.177749411202967e-05,0.006082476582378149
gsm8k,80,1,a,0.125,0.0003873554232995957,0.02802492305636406
gsm8k,80,1,b,0.5,0.01467328704893589,0.20851975679397583
gsm8k,80,1,b,0.25,0.05938539654016495,0.33642837405204773
gsm8k,80,1,b,0.125,0.12875676155090332,0.5140587091445923
gsm8k,80,1,bp,0.5,0.022292673587799072,0.2235841155052185
gsm8k,80,1,bp,0.25,0.07568521797657013,0.37885403633117676
gsm8k,80,1,bp,0.125,0.1567331999540329,0.6141350269317627
gsm8k,80,1,c,0.5,0.009264412336051464,0.13521163165569305
gsm8k,80,1,c,0.25,0.03862353041768074,0.28893083333969116
gsm8k,80,1,c,0.125,0.08327232301235199,0.4288071095943451
gsm8k,80,1,d,0.5,0.0019232580671086907,0.04956157132983208
gsm8k,80,1,d,0.25,0.011539220809936523,0.154239684343338
gsm8k,80,1,d,0.125,0.033631131052970886,0.29305729269981384
gsm8k,80,2,a,0.5,5.611399683402851e-05,0.018595591187477112
gsm8k,80,2,a,0.25,0.0013199645327404141,0.09267527610063553
gsm8k,80,2,a,0.125,0.003936232067644596,0.1799078732728958
gsm8k,80,2,b,0.5,0.008899645879864693,0.26268431544303894
gsm8k,80,2,b,0.25,0.029975535348057747,0.5018921494483948
gsm8k,80,2,b,0.125,0.053942665457725525,0.641145646572113
gsm8k,80,2,bp,0.5,0.015550607815384865,0.36724627017974854
gsm8k,80,2,bp,0.25,0.037688158452510834,0.5540375709533691
gsm8k,80,2,bp,0.125,0.05959543585777283,0.6721535921096802
gsm8k,80,2,c,0.5,0.007478566374629736,0.23540398478507996
gsm8k,80,2,c,0.25,0.022679807618260384,0.4481734335422516
gsm8k,80,2,c,0.125,0.04358807951211929,0.5954334139823914
gsm8k,80,2,d,0.5,0.0046671051532030106,0.17243672907352448
gsm8k,80,2,d,0.25,0.011926393955945969,0.3201873004436493
gsm8k,80,2,d,0.125,0.022139396518468857,0.44871342182159424
gsm8k,80,3,a,0.5,0.0008405204280279577,0.0535876639187336
gsm8k,80,3,a,0.25,0.0037207240238785744,0.12925757467746735
gsm8k,80,3,a,0.125,0.008051564916968346,0.20583057403564453
gsm8k,80,3,b,0.5,0.01333747711032629,0.26929399371147156
gsm8k,80,3,b,0.25,0.03663119673728943,0.4571783244609833
gsm8k,80,3,b,0.125,0.0787973701953888,0.618404746055603
gsm8k,80,3,bp,0.5,0.020848160609602928,0.35490283370018005
gsm8k,80,3,bp,0.25,0.05605902895331383,0.5432831645011902
gsm8k,80,3,bp,0.125,0.10339674353599548,0.6743188500404358
gsm8k,80,3,c,0.5,0.012086331844329834,0.2581173777580261
gsm8k,80,3,c,0.25,0.030711138620972633,0.41949620842933655
gsm8k,80,3,c,0.125,0.06658245623111725,0.58238285779953
gsm8k,80,3,d,0.5,0.008755556307733059,0.22021538019180298
gsm8k,80,3,d,0.25,0.020027445629239082,0.3310664892196655
gsm8k,80,3,d,0.125,0.036846525967121124,0.44899365305900574
gsm8k,80,4,a,0.5,0.0008952545467764139,0.07019875943660736
gsm8k,80,4,a,0.25,0.004734519403427839,0.1550055295228958
gsm8k,80,4,a,0.125,0.009574657306075096,0.21868690848350525
gsm8k,80,4,b,0.5,0.015480327419936657,0.3225378096103668
gsm8k,80,4,b,0.25,0.03990045562386513,0.5323187708854675
gsm8k,80,4,b,0.125,0.07186867296695709,0.6799736022949219
gsm8k,80,4,bp,0.5,0.022997064515948296,0.41062188148498535
gsm8k,80,4,bp,0.25,0.05258721113204956,0.6014783978462219
gsm8k,80,4,bp,0.125,0.08592371642589569,0.7105188369750977
gsm8k,80,4,c,0.5,0.012829357758164406,0.2995867431163788
gsm8k,80,4,c,0.25,0.03164830058813095,0.47216030955314636
gsm8k,80,4,c,0.125,0.059169694781303406,0.6250864267349243
gsm8k,80,4,d,0.5,0.008370296098291874,0.21359920501708984
gsm8k,80,4,d,0.25,0.01718183048069477,0.3234216570854187
gsm8k,80,4,d,0.125,0.029296420514583588,0.43472224473953247
gsm8k,80,5,a,0.5,0.001845465856604278,0.08893106132745743
gsm8k,80,5,a,0.25,0.0067032151855528355,0.16155242919921875
gsm8k,80,5,a,0.125,0.012316500768065453,0.21567624807357788
gsm8k,80,5,b,0.5,0.019277596846222878,0.27890142798423767
gsm8k,80,5,b,0.25,0.05204886570572853,0.4646679162979126
gsm8k,80,5,b,0.125,0.09548208862543106,0.6046807765960693
gsm8k,80,5,bp,0.5,0.028710758313536644,0.35147109627723694
gsm8k,80,5,bp,0.25,0.06805360317230225,0.5321358442306519
gsm8k,80,5,bp,0.125,0.1134960800409317,0.6510946750640869
gsm8k,80,5,c,0.5,0.016643626615405083,0.25463971495628357
gsm8k,80,5,c,0.25,0.04227535426616669,0.4260728359222412
gsm8k,80,5,c,0.125,0.07838968187570572,0.5617507696151733
gsm8k,80,5,d,0.5,0.011942948214709759,0.2096042037010193
gsm8k,80,5,d,0.25,0.02477320469915867,0.32007136940956116
gsm8k,80,5,d,0.125,0.042520008981227875,0.41630375385284424
gsm8k,80,6,a,0.5,0.002933293813839555,0.0966598391532898
gsm8k,80,6,a,0.25,0.009942200034856796,0.16648219525814056
gsm8k,80,6,a,0.125,0.0186690092086792,0.21735261380672455
gsm8k,80,6,b,0.5,0.022500820457935333,0.25096583366394043
gsm8k,80,6,b,0.25,0.07788106799125671,0.473353773355484
gsm8k,80,6,b,0.125,0.1813245266675949,0.6930913925170898
gsm8k,80,6,bp,0.5,0.049252700060606,0.383137047290802
gsm8k,80,6,bp,0.25,0.15327966213226318,0.6557008624076843
gsm8k,80,6,bp,0.125,0.34704309701919556,0.8509337306022644
gsm8k,80,6,c,0.5,0.0206834115087986,0.2295362949371338
gsm8k,80,6,c,0.25,0.06914807856082916,0.44993558526039124
gsm8k,80,6,c,0.125,0.15940026938915253,0.6591814756393433
gsm8k,80,6,d,0.5,0.016516974195837975,0.19957152009010315
gsm8k,80,6,d,0.25,0.038880009204149246,0.32676422595977783
gsm8k,80,6,d,0.125,0.07604613155126572,0.48401951789855957
gsm8k,80,7,a,0.5,0.003789185080677271,0.11401279270648956
gsm8k,80,7,a,0.25,0.011782974936068058,0.17862141132354736
gsm8k,80,7,a,0.125,0.02044757455587387,0.22760018706321716
gsm8k,80,7,b,0.5,0.02637551724910736,0.2964034378528595
gsm8k,80,7,b,0.25,0.09694070369005203,0.547398567199707
gsm8k,80,7,b,0.125,0.21683400869369507,0.7351129055023193
gsm8k,80,7,bp,0.5,0.05644204095005989,0.43915385007858276
gsm8k,80,7,bp,0.25,0.18301339447498322,0.706037163734436
gsm8k,80,7,bp,0.125,0.3646440804004669,0.8303785920143127
gsm8k,80,7,c,0.5,0.024554047733545303,0.2797286808490753
gsm8k,80,7,c,0.25,0.08085090667009354,0.5019200444221497
gsm8k,80,7,c,0.125,0.18802011013031006,0.7104917168617249
