src,seq,layer,method,rho,kl,relL2
c4,18,31,d,0.25,0.1023755818605423,0.27091309428215027
c4,18,31,d,0.125,0.1542627513408661,0.34754395484924316
c4,19,0,a,0.5,1.3561079370560947e-08,0.00018625993106979877
c4,19,0,a,0.25,6.044746214683983e-08,0.00023710165987722576
c4,19,0,a,0.125,3.338631131555303e-07,0.0003915381385013461
c4,19,0,b,0.5,0.004301837645471096,0.10798948258161545
c4,19,0,b,0.25,0.022375144064426422,0.20310373604297638
c4,19,0,b,0.125,0.055132463574409485,0.3354262113571167
c4,19,0,bp,0.5,0.005116778425872326,0.11724904924631119
c4,19,0,bp,0.25,0.024312559515237808,0.21092022955417633
c4,19,0,bp,0.125,0.061195008456707,0.34757035970687866
c4,19,0,c,0.5,0.0013018632307648659,0.06086248159408569
c4,19,0,c,0.25,0.011996547691524029,0.14562882483005524
c4,19,0,c,0.125,0.034065455198287964,0.23349936306476593
c4,19,0,d,0.5,6.07810725341551e-05,0.006400528363883495
c4,19,0,d,0.25,0.0012038147542625666,0.03012871742248535
c4,19,0,d,0.125,0.006741132587194443,0.07894465327262878
c4,19,1,a,0.5,8.307653160954942e-07,0.0010292771039530635
c4,19,1,a,0.25,2.222363582404796e-05,0.0062324670143425465
c4,19,1,a,0.125,0.00029785052174702287,0.022260557860136032
c4,19,1,b,0.5,0.013371450826525688,0.17380206286907196
c4,19,1,b,0.25,0.059742316603660583,0.3492792248725891
c4,19,1,b,0.125,0.13098186254501343,0.5615867376327515
c4,19,1,bp,0.5,0.020414266735315323,0.20676136016845703
c4,19,1,bp,0.25,0.07550480961799622,0.40509986877441406
c4,19,1,bp,0.125,0.1557696908712387,0.6591471433639526
c4,19,1,c,0.5,0.00827186368405819,0.0966736227273941
c4,19,1,c,0.25,0.03791172057390213,0.28404131531715393
c4,19,1,c,0.125,0.08744123578071594,0.4839944839477539
c4,19,1,d,0.5,0.0016982246888801455,0.04602859169244766
c4,19,1,d,0.25,0.01129213534295559,0.1438961923122406
c4,19,1,d,0.125,0.03277486190199852,0.29490482807159424
c4,19,2,a,0.5,7.394252315862104e-05,0.018089596182107925
c4,19,2,a,0.25,0.0013840734027326107,0.06805829703807831
c4,19,2,a,0.125,0.004301573149859905,0.1274840533733368
c4,19,2,b,0.5,0.01245824247598648,0.23772986233234406
c4,19,2,b,0.25,0.03776029869914055,0.43880993127822876
c4,19,2,b,0.125,0.06570838391780853,0.6006860136985779
c4,19,2,bp,0.5,0.02059256099164486,0.3120596408843994
c4,19,2,bp,0.25,0.04635016992688179,0.5010649561882019
c4,19,2,bp,0.125,0.07036308944225311,0.6232811212539673
c4,19,2,c,0.5,0.009801901876926422,0.20754438638687134
c4,19,2,c,0.25,0.029010135680437088,0.38459494709968567
c4,19,2,c,0.125,0.05319574847817421,0.5334258675575256
c4,19,2,d,0.5,0.005050889682024717,0.14427675306797028
c4,19,2,d,0.25,0.012375062331557274,0.2596919536590576
c4,19,2,d,0.125,0.02308548614382744,0.3846236765384674
c4,19,3,a,0.5,0.0009404359734617174,0.07322853803634644
c4,19,3,a,0.25,0.0038430048152804375,0.14719444513320923
c4,19,3,a,0.125,0.007569403387606144,0.21225163340568542
c4,19,3,b,0.5,0.013636903837323189,0.29237574338912964
c4,19,3,b,0.25,0.033935897052288055,0.5134949088096619
c4,19,3,b,0.125,0.06395573914051056,0.6565113663673401
c4,19,3,bp,0.5,0.02011045813560486,0.37845760583877563
c4,19,3,bp,0.25,0.046411409974098206,0.5779964923858643
c4,19,3,bp,0.125,0.07680734992027283,0.6960421800613403
c4,19,3,c,0.5,0.011804236099123955,0.2669377624988556
c4,19,3,c,0.25,0.027729474008083344,0.4641631245613098
c4,19,3,c,0.125,0.051338572055101395,0.6106229424476624
c4,19,3,d,0.5,0.007252072915434837,0.19482240080833435
c4,19,3,d,0.25,0.015585249289870262,0.33273759484291077
c4,19,3,d,0.125,0.026903804391622543,0.4676417410373688
c4,19,4,a,0.5,0.0010057473555207253,0.07282229512929916
c4,19,4,a,0.25,0.00565014872699976,0.1646689921617508
c4,19,4,a,0.125,0.010846479795873165,0.2270706444978714
c4,19,4,b,0.5,0.017122546210885048,0.33257031440734863
c4,19,4,b,0.25,0.041929692029953,0.5268281698226929
c4,19,4,b,0.125,0.07134194672107697,0.681060791015625
c4,19,4,bp,0.5,0.02493928000330925,0.4029301702976227
c4,19,4,bp,0.25,0.053130678832530975,0.590351939201355
c4,19,4,bp,0.125,0.08620797097682953,0.7269883751869202
c4,19,4,c,0.5,0.014358381740748882,0.2994173765182495
c4,19,4,c,0.25,0.03393223136663437,0.4764696955680847
c4,19,4,c,0.125,0.05976163223385811,0.6167019009590149
c4,19,4,d,0.5,0.008832965046167374,0.21683479845523834
c4,19,4,d,0.25,0.017471347004175186,0.33018192648887634
c4,19,4,d,0.125,0.028236642479896545,0.4289839267730713
c4,19,5,a,0.5,0.001639516674913466,0.09302564710378647
c4,19,5,a,0.25,0.00596034899353981,0.1728111058473587
c4,19,5,a,0.125,0.0109931081533432,0.22837434709072113
c4,19,5,b,0.5,0.019039329141378403,0.28658726811408997
c4,19,5,b,0.25,0.04510721191763878,0.4553057551383972
c4,19,5,b,0.125,0.07815247774124146,0.5956416130065918
c4,19,5,bp,0.5,0.027958551421761513,0.35321900248527527
c4,19,5,bp,0.25,0.05489976704120636,0.5133832097053528
c4,19,5,bp,0.125,0.09189578890800476,0.6351393461227417
c4,19,5,c,0.5,0.01721108704805374,0.26644083857536316
c4,19,5,c,0.25,0.03784424811601639,0.41693755984306335
c4,19,5,c,0.125,0.06407210230827332,0.5386375784873962
c4,19,5,d,0.5,0.011514767073094845,0.21569165587425232
c4,19,5,d,0.25,0.022382963448762894,0.3240550458431244
c4,19,5,d,0.125,0.03611436113715172,0.41772687435150146
c4,19,6,a,0.5,0.0034972871653735638,0.12106294184923172
c4,19,6,a,0.25,0.011146421544253826,0.20551565289497375
c4,19,6,a,0.125,0.019686751067638397,0.2552374303340912
c4,19,6,b,0.5,0.02526923269033432,0.300956130027771
c4,19,6,b,0.25,0.06982284784317017,0.5048913955688477
c4,19,6,b,0.125,0.1345880776643753,0.6839907169342041
c4,19,6,bp,0.5,0.04567689821124077,0.4059984087944031
c4,19,6,bp,0.25,0.10964769124984741,0.6266496181488037
c4,19,6,bp,0.125,0.21034450829029083,0.80181884765625
c4,19,6,c,0.5,0.02406013198196888,0.27886098623275757
c4,19,6,c,0.25,0.06123562157154083,0.4743475615978241
c4,19,6,c,0.125,0.11780431866645813,0.6394037008285522
c4,19,6,d,0.5,0.016728905960917473,0.22572661936283112
c4,19,6,d,0.25,0.033727094531059265,0.3429555892944336
c4,19,6,d,0.125,0.05680416524410248,0.45581313967704773
c4,19,7,a,0.5,0.003167235292494297,0.12052030116319656
c4,19,7,a,0.25,0.011199545115232468,0.20993094146251678
c4,19,7,a,0.125,0.019299283623695374,0.2644213140010834
c4,19,7,b,0.5,0.026004452258348465,0.33755865693092346
c4,19,7,b,0.25,0.07568331062793732,0.5596058964729309
c4,19,7,b,0.125,0.14908850193023682,0.7131763696670532
c4,19,7,bp,0.5,0.04717622697353363,0.4566548764705658
c4,19,7,bp,0.25,0.12293203920125961,0.6707229018211365
c4,19,7,bp,0.125,0.2238922417163849,0.7908310294151306
c4,19,7,c,0.5,0.023058220744132996,0.3147859573364258
c4,19,7,c,0.25,0.06272728741168976,0.5033462643623352
c4,19,7,c,0.125,0.12261883914470673,0.6681661605834961
c4,19,7,d,0.5,0.01787552237510681,0.27341511845588684
c4,19,7,d,0.25,0.03567568585276604,0.3838481605052948
c4,19,7,d,0.125,0.05906716734170914,0.4864293336868286
c4,19,8,a,0.5,0.004218561574816704,0.14612118899822235
c4,19,8,a,0.25,0.013555580750107765,0.21906480193138123
c4,19,8,a,0.125,0.024158339947462082,0.2677661180496216
c4,19,8,b,0.5,0.03049560636281967,0.3356008231639862
c4,19,8,b,0.25,0.08392924070358276,0.5585997700691223
c4,19,8,b,0.125,0.15465793013572693,0.7188060879707336
c4,19,8,bp,0.5,0.05135758966207504,0.4271019697189331
c4,19,8,bp,0.25,0.12256032228469849,0.6360437273979187
c4,19,8,bp,0.125,0.21154752373695374,0.7816874980926514
c4,19,8,c,0.5,0.027008794248104095,0.30240893363952637
c4,19,8,c,0.25,0.06947384029626846,0.5022887587547302
c4,19,8,c,0.125,0.1285034865140915,0.6504461169242859
c4,19,8,d,0.5,0.019997630268335342,0.2646941840648651
c4,19,8,d,0.25,0.041125066578388214,0.3625168204307556
c4,19,8,d,0.125,0.06745686382055283,0.4856279194355011
c4,19,9,a,0.5,0.005519228521734476,0.12057337909936905
c4,19,9,a,0.25,0.016080442816019058,0.19590120017528534
c4,19,9,a,0.125,0.027766695246100426,0.2565358877182007
c4,19,9,b,0.5,0.04588557779788971,0.4771287441253662
c4,19,9,b,0.25,0.11149877309799194,0.6602160334587097
c4,19,9,b,0.125,0.1866663694381714,0.7584622502326965
c4,19,9,bp,0.5,0.06955414265394211,0.5680444240570068
c4,19,9,bp,0.25,0.14280785620212555,0.6970652341842651
c4,19,9,bp,0.125,0.23325982689857483,0.7991595268249512
c4,19,9,c,0.5,0.040799498558044434,0.41425496339797974
c4,19,9,c,0.25,0.09306277334690094,0.5856288075447083
c4,19,9,c,0.125,0.15756583213806152,0.6788675785064697
c4,19,9,d,0.5,0.028927605599164963,0.2863706350326538
c4,19,9,d,0.25,0.054911985993385315,0.40276166796684265
c4,19,9,d,0.125,0.08428770303726196,0.4994458258152008
c4,19,10,a,0.5,0.004721434786915779,0.10572496801614761
c4,19,10,a,0.25,0.016515886411070824,0.1917387694120407
c4,19,10,a,0.125,0.029922742396593094,0.2617553770542145
c4,19,10,b,0.5,0.054345693439245224,0.45032960176467896
c4,19,10,b,0.25,0.14032386243343353,0.6301684379577637
c4,19,10,b,0.125,0.23879112303256989,0.7572284936904907
c4,19,10,bp,0.5,0.08576114475727081,0.5141780972480774
c4,19,10,bp,0.25,0.18695569038391113,0.7097674608230591
c4,19,10,bp,0.125,0.3210049867630005,0.8415647745132446
c4,19,10,c,0.5,0.045672014355659485,0.38387686014175415
c4,19,10,c,0.25,0.11205533146858215,0.560954213142395
c4,19,10,c,0.125,0.19079464673995972,0.6916371583938599
c4,19,10,d,0.5,0.029523270204663277,0.2748205363750458
c4,19,10,d,0.25,0.06414252519607544,0.4814465641975403
c4,19,10,d,0.125,0.1013156995177269,0.5972937345504761
c4,19,11,a,0.5,0.004908520728349686,0.14019067585468292
c4,19,11,a,0.25,0.018291059881448746,0.24974828958511353
c4,19,11,a,0.125,0.034585680812597275,0.3165832459926605
c4,19,11,b,0.5,0.03379124030470848,0.3372170329093933
c4,19,11,b,0.25,0.10594812035560608,0.5706806182861328
c4,19,11,b,0.125,0.21232269704341888,0.7145729064941406
c4,19,11,bp,0.5,0.08053918182849884,0.49933522939682007
c4,19,11,bp,0.25,0.20391815900802612,0.6922604441642761
c4,19,11,bp,0.125,0.35018396377563477,0.8044716715812683
c4,19,11,c,0.5,0.03076780214905739,0.34124791622161865
c4,19,11,c,0.25,0.09002643078565598,0.5369957089424133
c4,19,11,c,0.125,0.17726166546344757,0.6729304194450378
c4,19,11,d,0.5,0.027181144803762436,0.30266091227531433
c4,19,11,d,0.25,0.05316057801246643,0.4154054820537567
c4,19,11,d,0.125,0.08356010913848877,0.49887412786483765
c4,19,12,a,0.5,0.005930447485297918,0.132607102394104
c4,19,12,a,0.25,0.016493896022439003,0.2083471417427063
c4,19,12,a,0.125,0.028379784896969795,0.2623864412307739
c4,19,12,b,0.5,0.04269441217184067,0.37550613284111023
c4,19,12,b,0.25,0.1142556369304657,0.5847451686859131
c4,19,12,b,0.125,0.2020988166332245,0.7622876763343811
c4,19,12,bp,0.5,0.08029589056968689,0.5029135346412659
c4,19,12,bp,0.25,0.18189159035682678,0.7420220375061035
c4,19,12,bp,0.125,0.29361194372177124,0.8606992959976196
c4,19,12,c,0.5,0.03891441226005554,0.3477974832057953
c4,19,12,c,0.25,0.09750738739967346,0.5533117651939392
c4,19,12,c,0.125,0.170812726020813,0.7034271359443665
c4,19,12,d,0.5,0.02756667509675026,0.26260215044021606
c4,19,12,d,0.25,0.05314259231090546,0.3784446120262146
c4,19,12,d,0.125,0.08278655260801315,0.4828926622867584
c4,19,13,a,0.5,0.005087368190288544,0.10761072486639023
c4,19,13,a,0.25,0.014581209048628807,0.1729547381401062
c4,19,13,a,0.125,0.026528459042310715,0.22957827150821686
c4,19,13,b,0.5,0.047013960778713226,0.36915239691734314
c4,19,13,b,0.25,0.1122070848941803,0.5243842601776123
c4,19,13,b,0.125,0.19294410943984985,0.6544190645217896
c4,19,13,bp,0.5,0.07572590559720993,0.4361512064933777
c4,19,13,bp,0.25,0.16352370381355286,0.6100102066993713
c4,19,13,bp,0.125,0.2765207290649414,0.7334239482879639
c4,19,13,c,0.5,0.0409659817814827,0.3319148123264313
c4,19,13,c,0.25,0.09855924546718597,0.4797406494617462
c4,19,13,c,0.125,0.16870234906673431,0.6103460192680359
c4,19,13,d,0.5,0.027194354683160782,0.24459044635295868
c4,19,13,d,0.25,0.053751759231090546,0.3568178415298462
c4,19,13,d,0.125,0.08349643647670746,0.4436488747596741
c4,19,14,a,0.5,0.005722905043512583,0.11799339950084686
c4,19,14,a,0.25,0.017642555758357048,0.19932839274406433
c4,19,14,a,0.125,0.0315917544066906,0.2632167339324951
c4,19,14,b,0.5,0.05042309686541557,0.3795633018016815
c4,19,14,b,0.25,0.13425743579864502,0.5418350100517273
c4,19,14,b,0.125,0.2402370274066925,0.6782993078231812
c4,19,14,bp,0.5,0.1014585942029953,0.48663583397865295
c4,19,14,bp,0.25,0.24849551916122437,0.6899558305740356
c4,19,14,bp,0.125,0.42869263887405396,0.8335080146789551
c4,19,14,c,0.5,0.043680235743522644,0.33670955896377563
c4,19,14,c,0.25,0.11351244151592255,0.49290716648101807
c4,19,14,c,0.125,0.20789018273353577,0.6378320455551147
c4,19,14,d,0.5,0.03150009363889694,0.2616892457008362
c4,19,14,d,0.25,0.06205389276146889,0.378132164478302
c4,19,14,d,0.125,0.09569168090820312,0.46420058608055115
c4,19,15,a,0.5,0.007956696674227715,0.1419362872838974
c4,19,15,a,0.25,0.02268337830901146,0.23938338458538055
c4,19,15,a,0.125,0.03725520521402359,0.303875207901001
c4,19,15,b,0.5,0.050226591527462006,0.36164355278015137
c4,19,15,b,0.25,0.12850069999694824,0.5700194239616394
c4,19,15,b,0.125,0.21803858876228333,0.6977522969245911
c4,19,15,bp,0.5,0.0801076740026474,0.46332868933677673
c4,19,15,bp,0.25,0.1759108453989029,0.6401143670082092
c4,19,15,bp,0.125,0.2930567264556885,0.7606063485145569
c4,19,15,c,0.5,0.046870991587638855,0.3385205864906311
c4,19,15,c,0.25,0.11220557242631912,0.5350669622421265
c4,19,15,c,0.125,0.1917901188135147,0.661117434501648
c4,19,15,d,0.5,0.036517657339572906,0.2962970733642578
c4,19,15,d,0.25,0.06695230305194855,0.4149296283721924
c4,19,15,d,0.125,0.10475262254476547,0.5105248093605042
c4,19,16,a,0.5,0.0057856012135744095,0.10474327206611633
c4,19,16,a,0.25,0.0170355886220932,0.17793506383895874
c4,19,16,a,0.125,0.030378971248865128,0.2382485717535019
c4,19,16,b,0.5,0.046724554151296616,0.2951046824455261
c4,19,16,b,0.25,0.13156744837760925,0.48878151178359985
c4,19,16,b,0.125,0.229180708527565,0.6177387833595276
c4,19,16,bp,0.5,0.08379645645618439,0.39280572533607483
c4,19,16,bp,0.25,0.18906569480895996,0.5803447961807251
c4,19,16,bp,0.125,0.3171670734882355,0.7201356291770935
c4,19,16,c,0.5,0.04056132584810257,0.2782542109489441
c4,19,16,c,0.25,0.10837668180465698,0.4457392692565918
c4,19,16,c,0.125,0.19441412389278412,0.5771411657333374
c4,19,16,d,0.5,0.029164372012019157,0.22691576182842255
c4,19,16,d,0.25,0.059234511107206345,0.3333533704280853
c4,19,16,d,0.125,0.09581203013658524,0.4196587800979614
c4,19,17,a,0.5,0.006022144574671984,0.12528096139431
c4,19,17,a,0.25,0.015462404116988182,0.19936658442020416
c4,19,17,a,0.125,0.02817394584417343,0.2922092080116272
c4,19,17,b,0.5,0.05011775344610214,0.4267098009586334
c4,19,17,b,0.25,0.13803136348724365,0.6413198709487915
c4,19,17,b,0.125,0.22471922636032104,0.7620950937271118
c4,19,17,bp,0.5,0.08055558800697327,0.49695897102355957
c4,19,17,bp,0.25,0.18392698466777802,0.7139785289764404
c4,19,17,bp,0.125,0.2983948290348053,0.8424725532531738
c4,19,17,c,0.5,0.047069139778614044,0.3728863000869751
c4,19,17,c,0.25,0.126611590385437,0.5843839049339294
c4,19,17,c,0.125,0.2062010020017624,0.7088424563407898
c4,19,17,d,0.5,0.02861378900706768,0.28572437167167664
c4,19,17,d,0.25,0.064057357609272,0.477844774723053
c4,19,17,d,0.125,0.10342682898044586,0.5872697830200195
c4,19,18,a,0.5,0.0073943547904491425,0.16410014033317566
c4,19,18,a,0.25,0.01625758782029152,0.23991088569164276
c4,19,18,a,0.125,0.026678428053855896,0.3189183175563812
c4,19,18,b,0.5,0.03745954483747482,0.3963897228240967
c4,19,18,b,0.25,0.08881974220275879,0.621722400188446
c4,19,18,b,0.125,0.14559787511825562,0.7732465863227844
c4,19,18,bp,0.5,0.053628429770469666,0.4995891749858856
c4,19,18,bp,0.25,0.11654025316238403,0.7129711508750916
c4,19,18,bp,0.125,0.19095003604888916,0.8389898538589478
c4,19,18,c,0.5,0.03359636291861534,0.35815784335136414
c4,19,18,c,0.25,0.07962286472320557,0.5771870613098145
c4,19,18,c,0.125,0.128768652677536,0.6989104747772217
c4,19,18,d,0.5,0.02693689987063408,0.307842880487442
c4,19,18,d,0.25,0.049231626093387604,0.4409264028072357
c4,19,18,d,0.125,0.07373488694429398,0.5406022667884827
c4,19,19,a,0.5,0.006158666685223579,0.1464402973651886
c4,19,19,a,0.25,0.014383596368134022,0.21958568692207336
c4,19,19,a,0.125,0.02623504213988781,0.3163205683231354
c4,19,19,b,0.5,0.034400299191474915,0.36425331234931946
c4,19,19,b,0.25,0.0988728255033493,0.5983476042747498
c4,19,19,b,0.125,0.1690721958875656,0.7444564700126648
c4,19,19,bp,0.5,0.06054813414812088,0.48632901906967163
c4,19,19,bp,0.25,0.14223778247833252,0.7072914838790894
c4,19,19,bp,0.125,0.22015392780303955,0.8213276267051697
c4,19,19,c,0.5,0.03188278526067734,0.34103068709373474
c4,19,19,c,0.25,0.08514417707920074,0.5550523996353149
c4,19,19,c,0.125,0.14990860223770142,0.698856770992279
c4,19,19,d,0.5,0.02318906970322132,0.28181183338165283
c4,19,19,d,0.25,0.05023118481040001,0.44243818521499634
c4,19,19,d,0.125,0.08147032558917999,0.5514965057373047
c4,19,20,a,0.5,0.006329364143311977,0.11451376229524612
c4,19,20,a,0.25,0.015492243692278862,0.17501623928546906
c4,19,20,a,0.125,0.028052709996700287,0.2453519105911255
c4,19,20,b,0.5,0.04080760478973389,0.31616511940956116
c4,19,20,b,0.25,0.11456029117107391,0.4980359971523285
c4,19,20,b,0.125,0.19057807326316833,0.6311992406845093
c4,19,20,bp,0.5,0.07215100526809692,0.41542279720306396
c4,19,20,bp,0.25,0.16016504168510437,0.5993303656578064
c4,19,20,bp,0.125,0.25143152475357056,0.7276954650878906
c4,19,20,c,0.5,0.0378536656498909,0.32353073358535767
c4,19,20,c,0.25,0.10096727311611176,0.4772254228591919
c4,19,20,c,0.125,0.16844788193702698,0.6084015965461731
c4,19,20,d,0.5,0.027307402342557907,0.24361467361450195
c4,19,20,d,0.25,0.05606500804424286,0.3610513210296631
c4,19,20,d,0.125,0.09028895944356918,0.44548431038856506
c4,19,21,a,0.5,0.005073678679764271,0.1281091719865799
c4,19,21,a,0.25,0.013456584885716438,0.21740444004535675
c4,19,21,a,0.125,0.027527816593647003,0.34114566445350647
c4,19,21,b,0.5,0.029003066942095757,0.3504020571708679
c4,19,21,b,0.25,0.09493303298950195,0.5987739562988281
c4,19,21,b,0.125,0.15964655578136444,0.7198360562324524
c4,19,21,bp,0.5,0.059609632939100266,0.4869624376296997
c4,19,21,bp,0.25,0.14081290364265442,0.7039781808853149
c4,19,21,bp,0.125,0.22486057877540588,0.8296701312065125
c4,19,21,c,0.5,0.030627712607383728,0.3424031436443329
c4,19,21,c,0.25,0.09035179764032364,0.5826842188835144
c4,19,21,c,0.125,0.1502903252840042,0.7053242325782776
c4,19,21,d,0.5,0.022097453474998474,0.26860421895980835
c4,19,21,d,0.25,0.05016592890024185,0.45554158091545105
c4,19,21,d,0.125,0.08329394459724426,0.5688427686691284
c4,19,22,a,0.5,0.007757445797324181,0.1475127935409546
c4,19,22,a,0.25,0.01899031177163124,0.24511279165744781
c4,19,22,a,0.125,0.036835137754678726,0.3568572998046875
c4,19,22,b,0.5,0.05050463601946831,0.48862719535827637
c4,19,22,b,0.25,0.11796897649765015,0.6792926788330078
c4,19,22,b,0.125,0.18633590638637543,0.7959316968917847
c4,19,22,bp,0.5,0.0715821385383606,0.5553505420684814
c4,19,22,bp,0.25,0.15054373443126678,0.7379506826400757
c4,19,22,bp,0.125,0.22494640946388245,0.8342410922050476
c4,19,22,c,0.5,0.04633086174726486,0.4602999985218048
c4,19,22,c,0.25,0.10727262496948242,0.6624974608421326
c4,19,22,c,0.125,0.1661520004272461,0.7608366012573242
c4,19,22,d,0.5,0.03147523105144501,0.31026652455329895
c4,19,22,d,0.25,0.06663420796394348,0.48584651947021484
c4,19,22,d,0.125,0.10261517763137817,0.5880689024925232
c4,19,23,a,0.5,0.007199936080724001,0.14637702703475952
c4,19,23,a,0.25,0.017976908013224602,0.2582329511642456
c4,19,23,a,0.125,0.03499753028154373,0.3893771171569824
c4,19,23,b,0.5,0.03670332580804825,0.4086073040962219
c4,19,23,b,0.25,0.09200930595397949,0.6032161712646484
c4,19,23,b,0.125,0.15426510572433472,0.7278755307197571
c4,19,23,bp,0.5,0.04942551255226135,0.46272915601730347
c4,19,23,bp,0.25,0.12064104527235031,0.6692920327186584
c4,19,23,bp,0.125,0.19172295928001404,0.7838876247406006
c4,19,23,c,0.5,0.03738699108362198,0.3999079763889313
c4,19,23,c,0.25,0.08728590607643127,0.5885437726974487
c4,19,23,c,0.125,0.1427994966506958,0.7065385580062866
c4,19,23,d,0.5,0.03150589019060135,0.3561406135559082
c4,19,23,d,0.25,0.061764195561409,0.5275847315788269
c4,19,23,d,0.125,0.09482607245445251,0.6325017809867859
c4,19,24,a,0.5,0.006521066650748253,0.11534743010997772
c4,19,24,a,0.25,0.018521476536989212,0.20264704525470734
c4,19,24,a,0.125,0.03548026829957962,0.30835726857185364
c4,19,24,b,0.5,0.0412125363945961,0.35114261507987976
c4,19,24,b,0.25,0.11394501477479935,0.5561507940292358
c4,19,24,b,0.125,0.18957868218421936,0.6740797758102417
c4,19,24,bp,0.5,0.06585909426212311,0.44535526633262634
c4,19,24,bp,0.25,0.15518154203891754,0.6353503465652466
c4,19,24,bp,0.125,0.23843389749526978,0.7280451059341431
c4,19,24,c,0.5,0.03943825513124466,0.3383127748966217
c4,19,24,c,0.25,0.10458920896053314,0.5383531451225281
c4,19,24,c,0.125,0.1689116656780243,0.6402362585067749
c4,19,24,d,0.5,0.029870685189962387,0.27062076330184937
c4,19,24,d,0.25,0.06484504044055939,0.43060779571533203
c4,19,24,d,0.125,0.10188338160514832,0.5252656936645508
c4,19,25,a,0.5,0.010113377124071121,0.20413875579833984
c4,19,25,a,0.25,0.022063491865992546,0.2924594283103943
c4,19,25,a,0.125,0.03904210403561592,0.421154260635376
c4,19,25,b,0.5,0.03536870330572128,0.4232550859451294
c4,19,25,b,0.25,0.09431806951761246,0.6741999387741089
c4,19,25,b,0.125,0.15526209771633148,0.7874096632003784
c4,19,25,bp,0.5,0.05638296157121658,0.5224706530570984
c4,19,25,bp,0.25,0.12680336833000183,0.737038254737854
c4,19,25,bp,0.125,0.1902819275856018,0.8316088914871216
c4,19,25,c,0.5,0.03790133818984032,0.4251028299331665
c4,19,25,c,0.25,0.08916337788105011,0.6590529680252075
c4,19,25,c,0.125,0.13919450342655182,0.7595150470733643
c4,19,25,d,0.5,0.03724620118737221,0.387115478515625
c4,19,25,d,0.25,0.06386799365282059,0.5469173789024353
c4,19,25,d,0.125,0.09329891204833984,0.6581807732582092
c4,19,26,a,0.5,0.011406082659959793,0.1626611202955246
c4,19,26,a,0.25,0.02517126128077507,0.2432999610900879
c4,19,26,a,0.125,0.042727626860141754,0.3325253427028656
c4,19,26,b,0.5,0.046689122915267944,0.3397761881351471
c4,19,26,b,0.25,0.11961425840854645,0.5163240432739258
c4,19,26,b,0.125,0.19287917017936707,0.6278222799301147
c4,19,26,bp,0.5,0.07292793691158295,0.4137337803840637
c4,19,26,bp,0.25,0.15686732530593872,0.5787297487258911
c4,19,26,bp,0.125,0.24596711993217468,0.6918928027153015
c4,19,26,c,0.5,0.04598928615450859,0.3282409906387329
c4,19,26,c,0.25,0.10928025841712952,0.49806925654411316
c4,19,26,c,0.125,0.1720142364501953,0.5946915745735168
c4,19,26,d,0.5,0.038307346403598785,0.30222851037979126
c4,19,26,d,0.25,0.07150990515947342,0.4227235019207001
c4,19,26,d,0.125,0.1057613268494606,0.500644862651825
c4,19,27,a,0.5,0.009898166172206402,0.1645079404115677
c4,19,27,a,0.25,0.024285782128572464,0.2752520442008972
c4,19,27,a,0.125,0.04509095847606659,0.39926478266716003
c4,19,27,b,0.5,0.05065252631902695,0.4410969018936157
c4,19,27,b,0.25,0.11991535127162933,0.6464444994926453
c4,19,27,b,0.125,0.18177318572998047,0.7751905918121338
c4,19,27,bp,0.5,0.06390169262886047,0.49044305086135864
c4,19,27,bp,0.25,0.13140496611595154,0.6888262033462524
c4,19,27,bp,0.125,0.19656415283679962,0.8187078237533569
c4,19,27,c,0.5,0.04951520264148712,0.4206986427307129
c4,19,27,c,0.25,0.11234115064144135,0.6317335963249207
c4,19,27,c,0.125,0.1662873923778534,0.736393928527832
c4,19,27,d,0.5,0.04044392704963684,0.3695615231990814
c4,19,27,d,0.25,0.0790594220161438,0.5422981977462769
c4,19,27,d,0.125,0.11689355969429016,0.6327640414237976
c4,19,28,a,0.5,0.012705489061772823,0.1551288366317749
c4,19,28,a,0.25,0.027825240045785904,0.24871821701526642
c4,19,28,a,0.125,0.048480138182640076,0.36737939715385437
c4,19,28,b,0.5,0.050951652228832245,0.40340107679367065
c4,19,28,b,0.25,0.12436570227146149,0.6067618131637573
c4,19,28,b,0.125,0.18741720914840698,0.6951391100883484
c4,19,28,bp,0.5,0.07235109061002731,0.48017722368240356
c4,19,28,bp,0.25,0.14192211627960205,0.6309558153152466
c4,19,28,bp,0.125,0.21730980277061462,0.7422102093696594
c4,19,28,c,0.5,0.051634401082992554,0.39305606484413147
c4,19,28,c,0.25,0.11436033248901367,0.5763494372367859
c4,19,28,c,0.125,0.17495107650756836,0.6688824892044067
c4,19,28,d,0.5,0.0424300879240036,0.33246156573295593
c4,19,28,d,0.25,0.07945284247398376,0.48433706164360046
c4,19,28,d,0.125,0.11616414040327072,0.5751543641090393
c4,19,29,a,0.5,0.008739564567804337,0.12229176610708237
c4,19,29,a,0.25,0.022629132494330406,0.1932106465101242
c4,19,29,a,0.125,0.04145677015185356,0.2747642397880554
c4,19,29,b,0.5,0.04947265237569809,0.31988343596458435
c4,19,29,b,0.25,0.12495796382427216,0.4981876015663147
c4,19,29,b,0.125,0.20664088428020477,0.6086447238922119
c4,19,29,bp,0.5,0.08459813892841339,0.41649767756462097
c4,19,29,bp,0.25,0.17166613042354584,0.5690973401069641
c4,19,29,bp,0.125,0.26782649755477905,0.676852822303772
c4,19,29,c,0.5,0.05047231167554855,0.3242364823818207
